obs_id,train_id,class,letter
id_031007,valid,18,s
id_031008,test,NA,NA
id_031009,train,9,j
id_031010,train,19,t
id_031011,valid,2,c
id_031012,test,NA,NA
id_031013,train,0,a
id_031014,train,2,c
id_031015,valid,11,l
id_031016,test,NA,NA
id_031017,train,12,m
id_031018,train,0,a
id_031019,valid,11,l
id_031020,test,NA,NA
id_031021,train,23,x
id_031022,train,20,u
id_031023,valid,13,n
id_031024,test,NA,NA
id_031025,train,5,f
id_031026,train,16,q
id_031027,valid,4,e
id_031028,test,NA,NA
id_031029,train,12,m
id_031030,train,22,w
id_031031,valid,10,k
id_031032,test,NA,NA
id_031033,train,3,d
id_031034,train,15,p
id_031035,valid,0,a
id_031036,test,NA,NA
id_031037,train,5,f
id_031038,train,22,w
id_031039,valid,1,b
id_031040,test,NA,NA
id_031041,train,24,y
id_031042,train,18,s
id_031043,valid,18,s
id_031044,test,NA,NA
id_031045,train,19,t
id_031046,train,20,u
id_031047,valid,15,p
id_031048,test,NA,NA
id_031049,train,6,g
id_031050,train,7,h
id_031051,valid,5,f
id_031052,test,NA,NA
id_031053,train,0,a
id_031054,train,18,s
id_031055,valid,13,n
id_031056,test,NA,NA
id_031057,train,20,u
id_031058,train,22,w
id_031059,valid,15,p
id_031060,test,NA,NA
id_031061,train,2,c
id_031062,train,9,j
id_031063,valid,20,u
id_031064,test,NA,NA
id_031065,train,3,d
id_031066,train,16,q
id_031067,valid,14,o
id_031068,test,NA,NA
id_031069,train,5,f
id_031070,train,16,q
id_031071,valid,11,l
id_031072,test,NA,NA
id_031073,train,25,z
id_031074,train,12,m
id_031075,valid,4,e
id_031076,test,NA,NA
id_031077,train,3,d
id_031078,train,9,j
id_031079,valid,12,m
id_031080,test,NA,NA
id_031081,train,12,m
id_031082,train,5,f
id_031083,valid,22,w
id_031084,test,NA,NA
id_031085,train,7,h
id_031086,train,5,f
id_031087,valid,20,u
id_031088,test,NA,NA
id_031089,train,19,t
id_031090,train,25,z
id_031091,valid,17,r
id_031092,test,NA,NA
id_031093,train,6,g
id_031094,train,6,g
id_031095,valid,10,k
id_031096,test,NA,NA
id_031097,train,16,q
id_031098,train,21,v
id_031099,valid,2,c
id_031100,test,NA,NA
id_031101,train,0,a
id_031102,train,6,g
id_031103,valid,23,x
id_031104,test,NA,NA
id_031105,train,2,c
id_031106,train,5,f
id_031107,valid,23,x
id_031108,test,NA,NA
id_031109,train,11,l
id_031110,train,16,q
id_031111,valid,8,i
id_031112,test,NA,NA
id_031113,train,20,u
id_031114,train,20,u
id_031115,valid,19,t
id_031116,test,NA,NA
id_031117,train,0,a
id_031118,train,4,e
id_031119,valid,6,g
id_031120,test,NA,NA
id_031121,train,13,n
id_031122,train,0,a
id_031123,valid,0,a
id_031124,test,NA,NA
id_031125,train,11,l
id_031126,train,16,q
id_031127,valid,16,q
id_031128,test,NA,NA
id_031129,train,19,t
id_031130,train,2,c
id_031131,valid,9,j
id_031132,test,NA,NA
id_031133,train,22,w
id_031134,train,18,s
id_031135,valid,0,a
id_031136,test,NA,NA
id_031137,train,13,n
id_031138,train,25,z
id_031139,valid,25,z
id_031140,test,NA,NA
id_031141,train,14,o
id_031142,train,18,s
id_031143,valid,17,r
id_031144,test,NA,NA
id_031145,train,20,u
id_031146,train,16,q
id_031147,valid,9,j
id_031148,test,NA,NA
id_031149,train,6,g
id_031150,train,22,w
id_031151,valid,5,f
id_031152,test,NA,NA
id_031153,train,12,m
id_031154,train,7,h
id_031155,valid,16,q
id_031156,test,NA,NA
id_031157,train,17,r
id_031158,train,24,y
id_031159,valid,15,p
id_031160,test,NA,NA
id_031161,train,17,r
id_031162,train,17,r
id_031163,valid,25,z
id_031164,test,NA,NA
id_031165,train,4,e
id_031166,train,14,o
id_031167,valid,20,u
id_031168,test,NA,NA
id_031169,train,8,i
id_031170,train,18,s
id_031171,valid,24,y
id_031172,test,NA,NA
id_031173,train,4,e
id_031174,train,10,k
id_031175,valid,19,t
id_031176,test,NA,NA
id_031177,train,0,a
id_031178,train,11,l
id_031179,valid,20,u
id_031180,test,NA,NA
id_031181,train,20,u
id_031182,train,24,y
id_031183,valid,19,t
id_031184,test,NA,NA
id_031185,train,11,l
id_031186,train,19,t
id_031187,valid,24,y
id_031188,test,NA,NA
id_031189,train,25,z
id_031190,train,7,h
id_031191,valid,19,t
id_031192,test,NA,NA
id_031193,train,16,q
id_031194,train,8,i
id_031195,valid,7,h
id_031196,test,NA,NA
id_031197,train,4,e
id_031198,train,15,p
id_031199,valid,20,u
id_031200,test,NA,NA
id_031201,train,10,k
id_031202,train,20,u
id_031203,valid,10,k
id_031204,test,NA,NA
id_031205,train,13,n
id_031206,train,13,n
id_031207,valid,6,g
id_031208,test,NA,NA
id_031209,train,14,o
id_031210,train,24,y
id_031211,valid,17,r
id_031212,test,NA,NA
id_031213,train,2,c
id_031214,train,24,y
id_031215,valid,24,y
id_031216,test,NA,NA
id_031217,train,20,u
id_031218,train,24,y
id_031219,valid,3,d
id_031220,test,NA,NA
id_031221,train,24,y
id_031222,train,11,l
id_031223,valid,16,q
id_031224,test,NA,NA
id_031225,train,21,v
id_031226,train,23,x
id_031227,valid,7,h
id_031228,test,NA,NA
id_031229,train,23,x
id_031230,train,16,q
id_031231,valid,8,i
id_031232,test,NA,NA
id_031233,train,25,z
id_031234,train,6,g
id_031235,valid,20,u
id_031236,test,NA,NA
id_031237,train,22,w
id_031238,train,18,s
id_031239,valid,12,m
id_031240,test,NA,NA
id_031241,train,14,o
id_031242,train,16,q
id_031243,valid,17,r
id_031244,test,NA,NA
id_031245,train,0,a
id_031246,train,8,i
id_031247,valid,1,b
id_031248,test,NA,NA
id_031249,train,0,a
id_031250,train,24,y
id_031251,valid,16,q
id_031252,test,NA,NA
id_031253,train,0,a
id_031254,train,17,r
id_031255,valid,14,o
id_031256,test,NA,NA
id_031257,train,22,w
id_031258,train,18,s
id_031259,valid,10,k
id_031260,test,NA,NA
id_031261,train,8,i
id_031262,train,24,y
id_031263,valid,15,p
id_031264,test,NA,NA
id_031265,train,2,c
id_031266,train,20,u
id_031267,valid,1,b
id_031268,test,NA,NA
id_031269,train,24,y
id_031270,train,1,b
id_031271,valid,19,t
id_031272,test,NA,NA
id_031273,train,25,z
id_031274,train,6,g
id_031275,valid,4,e
id_031276,test,NA,NA
id_031277,train,20,u
id_031278,train,22,w
id_031279,valid,9,j
id_031280,test,NA,NA
id_031281,train,24,y
id_031282,train,12,m
id_031283,valid,3,d
id_031284,test,NA,NA
id_031285,train,25,z
id_031286,train,21,v
id_031287,valid,7,h
id_031288,test,NA,NA
id_031289,train,10,k
id_031290,train,25,z
id_031291,valid,7,h
id_031292,test,NA,NA
id_031293,train,25,z
id_031294,train,25,z
id_031295,valid,5,f
id_031296,test,NA,NA
id_031297,train,23,x
id_031298,train,12,m
id_031299,valid,21,v
id_031300,test,NA,NA
id_031301,train,0,a
id_031302,train,7,h
id_031303,valid,14,o
id_031304,test,NA,NA
id_031305,train,8,i
id_031306,train,15,p
id_031307,valid,6,g
id_031308,test,NA,NA
id_031309,train,18,s
id_031310,train,18,s
id_031311,valid,1,b
id_031312,test,NA,NA
id_031313,train,16,q
id_031314,train,19,t
id_031315,valid,8,i
id_031316,test,NA,NA
id_031317,train,20,u
id_031318,train,9,j
id_031319,valid,3,d
id_031320,test,NA,NA
id_031321,train,10,k
id_031322,train,6,g
id_031323,valid,1,b
id_031324,test,NA,NA
id_031325,train,8,i
id_031326,train,16,q
id_031327,valid,18,s
id_031328,test,NA,NA
id_031329,train,1,b
id_031330,train,22,w
id_031331,valid,7,h
id_031332,test,NA,NA
id_031333,train,2,c
id_031334,train,1,b
id_031335,valid,22,w
id_031336,test,NA,NA
id_031337,train,14,o
id_031338,train,12,m
id_031339,valid,18,s
id_031340,test,NA,NA
id_031341,train,0,a
id_031342,train,7,h
id_031343,valid,5,f
id_031344,test,NA,NA
id_031345,train,24,y
id_031346,train,9,j
id_031347,valid,17,r
id_031348,test,NA,NA
id_031349,train,8,i
id_031350,train,24,y
id_031351,valid,22,w
id_031352,test,NA,NA
id_031353,train,21,v
id_031354,train,14,o
id_031355,valid,15,p
id_031356,test,NA,NA
id_031357,train,19,t
id_031358,train,4,e
id_031359,valid,16,q
id_031360,test,NA,NA
id_031361,train,22,w
id_031362,train,9,j
id_031363,valid,15,p
id_031364,test,NA,NA
id_031365,train,8,i
id_031366,train,4,e
id_031367,valid,21,v
id_031368,test,NA,NA
id_031369,train,8,i
id_031370,train,0,a
id_031371,valid,4,e
id_031372,test,NA,NA
id_031373,train,19,t
id_031374,train,23,x
id_031375,valid,12,m
id_031376,test,NA,NA
id_031377,train,2,c
id_031378,train,15,p
id_031379,valid,7,h
id_031380,test,NA,NA
id_031381,train,12,m
id_031382,train,14,o
id_031383,valid,20,u
id_031384,test,NA,NA
id_031385,train,22,w
id_031386,train,22,w
id_031387,valid,15,p
id_031388,test,NA,NA
id_031389,train,3,d
id_031390,train,17,r
id_031391,valid,19,t
id_031392,test,NA,NA
id_031393,train,19,t
id_031394,train,19,t
id_031395,valid,21,v
id_031396,test,NA,NA
id_031397,train,9,j
id_031398,train,8,i
id_031399,valid,13,n
id_031400,test,NA,NA
id_031401,train,25,z
id_031402,train,0,a
id_031403,valid,22,w
id_031404,test,NA,NA
id_031405,train,21,v
id_031406,train,20,u
id_031407,valid,8,i
id_031408,test,NA,NA
id_031409,train,10,k
id_031410,train,13,n
id_031411,valid,11,l
id_031412,test,NA,NA
id_031413,train,18,s
id_031414,train,22,w
id_031415,valid,5,f
id_031416,test,NA,NA
id_031417,train,10,k
id_031418,train,9,j
id_031419,valid,8,i
id_031420,test,NA,NA
id_031421,train,9,j
id_031422,train,18,s
id_031423,valid,6,g
id_031424,test,NA,NA
id_031425,train,5,f
id_031426,train,15,p
id_031427,valid,17,r
id_031428,test,NA,NA
id_031429,train,23,x
id_031430,train,20,u
id_031431,valid,12,m
id_031432,test,NA,NA
id_031433,train,10,k
id_031434,train,13,n
id_031435,valid,18,s
id_031436,test,NA,NA
id_031437,train,1,b
id_031438,train,19,t
id_031439,valid,22,w
id_031440,test,NA,NA
id_031441,train,17,r
id_031442,train,1,b
id_031443,valid,5,f
id_031444,test,NA,NA
id_031445,train,12,m
id_031446,train,18,s
id_031447,valid,21,v
id_031448,test,NA,NA
id_031449,train,23,x
id_031450,train,3,d
id_031451,valid,11,l
id_031452,test,NA,NA
id_031453,train,8,i
id_031454,train,10,k
id_031455,valid,12,m
id_031456,test,NA,NA
id_031457,train,24,y
id_031458,train,12,m
id_031459,valid,5,f
id_031460,test,NA,NA
id_031461,train,1,b
id_031462,train,3,d
id_031463,valid,16,q
id_031464,test,NA,NA
id_031465,train,24,y
id_031466,train,25,z
id_031467,valid,0,a
id_031468,test,NA,NA
id_031469,train,23,x
id_031470,train,12,m
id_031471,valid,19,t
id_031472,test,NA,NA
id_031473,train,8,i
id_031474,train,12,m
id_031475,valid,6,g
id_031476,test,NA,NA
id_031477,train,10,k
id_031478,train,19,t
id_031479,valid,2,c
id_031480,test,NA,NA
id_031481,train,23,x
id_031482,train,11,l
id_031483,valid,14,o
id_031484,test,NA,NA
id_031485,train,13,n
id_031486,train,0,a
id_031487,valid,21,v
id_031488,test,NA,NA
id_031489,train,7,h
id_031490,train,23,x
id_031491,valid,20,u
id_031492,test,NA,NA
id_031493,train,1,b
id_031494,train,0,a
id_031495,valid,1,b
id_031496,test,NA,NA
id_031497,train,9,j
id_031498,train,10,k
id_031499,valid,16,q
id_031500,test,NA,NA
id_031501,train,10,k
id_031502,train,22,w
id_031503,valid,14,o
id_031504,test,NA,NA
id_031505,train,16,q
id_031506,train,21,v
id_031507,valid,1,b
id_031508,test,NA,NA
id_031509,train,19,t
id_031510,train,22,w
id_031511,valid,16,q
id_031512,test,NA,NA
id_031513,train,18,s
id_031514,train,19,t
id_031515,valid,18,s
id_031516,test,NA,NA
id_031517,train,6,g
id_031518,train,12,m
id_031519,valid,22,w
id_031520,test,NA,NA
id_031521,train,22,w
id_031522,train,9,j
id_031523,valid,25,z
id_031524,test,NA,NA
id_031525,train,3,d
id_031526,train,13,n
id_031527,valid,19,t
id_031528,test,NA,NA
id_031529,train,14,o
id_031530,train,25,z
id_031531,valid,25,z
id_031532,test,NA,NA
id_031533,train,11,l
id_031534,train,13,n
id_031535,valid,24,y
id_031536,test,NA,NA
id_031537,train,21,v
id_031538,train,13,n
id_031539,valid,15,p
id_031540,test,NA,NA
id_031541,train,2,c
id_031542,train,4,e
id_031543,valid,24,y
id_031544,test,NA,NA
id_031545,train,19,t
id_031546,train,17,r
id_031547,valid,7,h
id_031548,test,NA,NA
id_031549,train,6,g
id_031550,train,3,d
id_031551,valid,17,r
id_031552,test,NA,NA
id_031553,train,1,b
id_031554,train,14,o
id_031555,valid,3,d
id_031556,test,NA,NA
id_031557,train,10,k
id_031558,train,10,k
id_031559,valid,8,i
id_031560,test,NA,NA
id_031561,train,21,v
id_031562,train,8,i
id_031563,valid,9,j
id_031564,test,NA,NA
id_031565,train,20,u
id_031566,train,2,c
id_031567,valid,10,k
id_031568,test,NA,NA
id_031569,train,11,l
id_031570,train,10,k
id_031571,valid,13,n
id_031572,test,NA,NA
id_031573,train,14,o
id_031574,train,16,q
id_031575,valid,0,a
id_031576,test,NA,NA
id_031577,train,1,b
id_031578,train,4,e
id_031579,valid,8,i
id_031580,test,NA,NA
id_031581,train,19,t
id_031582,train,21,v
id_031583,valid,13,n
id_031584,test,NA,NA
id_031585,train,4,e
id_031586,train,23,x
id_031587,valid,23,x
id_031588,test,NA,NA
id_031589,train,6,g
id_031590,train,15,p
id_031591,valid,17,r
id_031592,test,NA,NA
id_031593,train,13,n
id_031594,train,4,e
id_031595,valid,1,b
id_031596,test,NA,NA
id_031597,train,18,s
id_031598,train,14,o
id_031599,valid,19,t
id_031600,test,NA,NA
id_031601,train,12,m
id_031602,train,17,r
id_031603,valid,17,r
id_031604,test,NA,NA
id_031605,train,9,j
id_031606,train,15,p
id_031607,valid,24,y
id_031608,test,NA,NA
id_031609,train,15,p
id_031610,train,9,j
id_031611,valid,15,p
id_031612,test,NA,NA
id_031613,train,16,q
id_031614,train,3,d
id_031615,valid,13,n
id_031616,test,NA,NA
id_031617,train,5,f
id_031618,train,6,g
id_031619,valid,22,w
id_031620,test,NA,NA
id_031621,train,25,z
id_031622,train,12,m
id_031623,valid,3,d
id_031624,test,NA,NA
id_031625,train,18,s
id_031626,train,0,a
id_031627,valid,22,w
id_031628,test,NA,NA
id_031629,train,2,c
id_031630,train,3,d
id_031631,valid,12,m
id_031632,test,NA,NA
id_031633,train,4,e
id_031634,train,0,a
id_031635,valid,4,e
id_031636,test,NA,NA
id_031637,train,10,k
id_031638,train,1,b
id_031639,valid,8,i
id_031640,test,NA,NA
id_031641,train,3,d
id_031642,train,12,m
id_031643,valid,20,u
id_031644,test,NA,NA
id_031645,train,22,w
id_031646,train,22,w
id_031647,valid,5,f
id_031648,test,NA,NA
id_031649,train,16,q
id_031650,train,7,h
id_031651,valid,3,d
id_031652,test,NA,NA
id_031653,train,15,p
id_031654,train,17,r
id_031655,valid,16,q
id_031656,test,NA,NA
id_031657,train,14,o
id_031658,train,18,s
id_031659,valid,1,b
id_031660,test,NA,NA
id_031661,train,12,m
id_031662,train,9,j
id_031663,valid,25,z
id_031664,test,NA,NA
id_031665,train,21,v
id_031666,train,16,q
id_031667,valid,25,z
id_031668,test,NA,NA
id_031669,train,20,u
id_031670,train,25,z
id_031671,valid,13,n
id_031672,test,NA,NA
id_031673,train,18,s
id_031674,train,23,x
id_031675,valid,3,d
id_031676,test,NA,NA
id_031677,train,1,b
id_031678,train,19,t
id_031679,valid,8,i
id_031680,test,NA,NA
id_031681,train,17,r
id_031682,train,18,s
id_031683,valid,17,r
id_031684,test,NA,NA
id_031685,train,9,j
id_031686,train,19,t
id_031687,valid,22,w
id_031688,test,NA,NA
id_031689,train,6,g
id_031690,train,22,w
id_031691,valid,17,r
id_031692,test,NA,NA
id_031693,train,9,j
id_031694,train,20,u
id_031695,valid,3,d
id_031696,test,NA,NA
id_031697,train,17,r
id_031698,train,22,w
id_031699,valid,21,v
id_031700,test,NA,NA
id_031701,train,4,e
id_031702,train,15,p
id_031703,valid,14,o
id_031704,test,NA,NA
id_031705,train,14,o
id_031706,train,10,k
id_031707,valid,15,p
id_031708,test,NA,NA
id_031709,train,12,m
id_031710,train,17,r
id_031711,valid,14,o
id_031712,test,NA,NA
id_031713,train,18,s
id_031714,train,24,y
id_031715,valid,0,a
id_031716,test,NA,NA
id_031717,train,22,w
id_031718,train,21,v
id_031719,valid,9,j
id_031720,test,NA,NA
id_031721,train,21,v
id_031722,train,12,m
id_031723,valid,0,a
id_031724,test,NA,NA
id_031725,train,4,e
id_031726,train,22,w
id_031727,valid,5,f
id_031728,test,NA,NA
id_031729,train,8,i
id_031730,train,5,f
id_031731,valid,11,l
id_031732,test,NA,NA
id_031733,train,3,d
id_031734,train,2,c
id_031735,valid,3,d
id_031736,test,NA,NA
id_031737,train,9,j
id_031738,train,10,k
id_031739,valid,24,y
id_031740,test,NA,NA
id_031741,train,8,i
id_031742,train,12,m
id_031743,valid,7,h
id_031744,test,NA,NA
id_031745,train,4,e
id_031746,train,5,f
id_031747,valid,18,s
id_031748,test,NA,NA
id_031749,train,0,a
id_031750,train,15,p
id_031751,valid,20,u
id_031752,test,NA,NA
id_031753,train,18,s
id_031754,train,13,n
id_031755,valid,3,d
id_031756,test,NA,NA
id_031757,train,2,c
id_031758,train,15,p
id_031759,valid,14,o
id_031760,test,NA,NA
id_031761,train,10,k
id_031762,train,15,p
id_031763,valid,5,f
id_031764,test,NA,NA
id_031765,train,2,c
id_031766,train,13,n
id_031767,valid,5,f
id_031768,test,NA,NA
id_031769,train,21,v
id_031770,train,7,h
id_031771,valid,24,y
id_031772,test,NA,NA
id_031773,train,2,c
id_031774,train,10,k
id_031775,valid,2,c
id_031776,test,NA,NA
id_031777,train,2,c
id_031778,train,25,z
id_031779,valid,13,n
id_031780,test,NA,NA
id_031781,train,22,w
id_031782,train,25,z
id_031783,valid,14,o
id_031784,test,NA,NA
id_031785,train,21,v
id_031786,train,18,s
id_031787,valid,25,z
id_031788,test,NA,NA
id_031789,train,14,o
id_031790,train,14,o
id_031791,valid,22,w
id_031792,test,NA,NA
id_031793,train,8,i
id_031794,train,22,w
id_031795,valid,14,o
id_031796,test,NA,NA
id_031797,train,19,t
id_031798,train,1,b
id_031799,valid,9,j
id_031800,test,NA,NA
id_031801,train,0,a
id_031802,train,21,v
id_031803,valid,11,l
id_031804,test,NA,NA
id_031805,train,20,u
id_031806,train,4,e
id_031807,valid,10,k
id_031808,test,NA,NA
id_031809,train,3,d
id_031810,train,3,d
id_031811,valid,0,a
id_031812,test,NA,NA
id_031813,train,14,o
id_031814,train,7,h
id_031815,valid,19,t
id_031816,test,NA,NA
id_031817,train,6,g
id_031818,train,21,v
id_031819,valid,9,j
id_031820,test,NA,NA
id_031821,train,21,v
id_031822,train,4,e
id_031823,valid,9,j
id_031824,test,NA,NA
id_031825,train,19,t
id_031826,train,2,c
id_031827,valid,21,v
id_031828,test,NA,NA
id_031829,train,2,c
id_031830,train,1,b
id_031831,valid,4,e
id_031832,test,NA,NA
id_031833,train,3,d
id_031834,train,25,z
id_031835,valid,7,h
id_031836,test,NA,NA
id_031837,train,24,y
id_031838,train,7,h
id_031839,valid,22,w
id_031840,test,NA,NA
id_031841,train,9,j
id_031842,train,17,r
id_031843,valid,19,t
id_031844,test,NA,NA
id_031845,train,17,r
id_031846,train,22,w
id_031847,valid,2,c
id_031848,test,NA,NA
id_031849,train,21,v
id_031850,train,8,i
id_031851,valid,21,v
id_031852,test,NA,NA
id_031853,train,14,o
id_031854,train,18,s
id_031855,valid,12,m
id_031856,test,NA,NA
id_031857,train,19,t
id_031858,train,4,e
id_031859,valid,22,w
id_031860,test,NA,NA
id_031861,train,13,n
id_031862,train,6,g
id_031863,valid,24,y
id_031864,test,NA,NA
id_031865,train,4,e
id_031866,train,14,o
id_031867,valid,21,v
id_031868,test,NA,NA
id_031869,train,14,o
id_031870,train,25,z
id_031871,valid,10,k
id_031872,test,NA,NA
id_031873,train,14,o
id_031874,train,1,b
id_031875,valid,16,q
id_031876,test,NA,NA
id_031877,train,2,c
id_031878,train,17,r
id_031879,valid,19,t
id_031880,test,NA,NA
id_031881,train,13,n
id_031882,train,22,w
id_031883,valid,24,y
id_031884,test,NA,NA
id_031885,train,20,u
id_031886,train,2,c
id_031887,valid,18,s
id_031888,test,NA,NA
id_031889,train,20,u
id_031890,train,13,n
id_031891,valid,25,z
id_031892,test,NA,NA
id_031893,train,15,p
id_031894,train,19,t
id_031895,valid,17,r
id_031896,test,NA,NA
id_031897,train,13,n
id_031898,train,24,y
id_031899,valid,0,a
id_031900,test,NA,NA
id_031901,train,1,b
id_031902,train,13,n
id_031903,valid,10,k
id_031904,test,NA,NA
id_031905,train,7,h
id_031906,train,11,l
id_031907,valid,9,j
id_031908,test,NA,NA
id_031909,train,4,e
id_031910,train,8,i
id_031911,valid,13,n
id_031912,test,NA,NA
id_031913,train,22,w
id_031914,train,2,c
id_031915,valid,15,p
id_031916,test,NA,NA
id_031917,train,14,o
id_031918,train,11,l
id_031919,valid,24,y
id_031920,test,NA,NA
id_031921,train,6,g
id_031922,train,4,e
id_031923,valid,19,t
id_031924,test,NA,NA
id_031925,train,11,l
id_031926,train,18,s
id_031927,valid,8,i
id_031928,test,NA,NA
id_031929,train,20,u
id_031930,train,12,m
id_031931,valid,10,k
id_031932,test,NA,NA
id_031933,train,25,z
id_031934,train,16,q
id_031935,valid,21,v
id_031936,test,NA,NA
id_031937,train,15,p
id_031938,train,4,e
id_031939,valid,23,x
id_031940,test,NA,NA
id_031941,train,6,g
id_031942,train,8,i
id_031943,valid,4,e
id_031944,test,NA,NA
id_031945,train,13,n
id_031946,train,6,g
id_031947,valid,0,a
id_031948,test,NA,NA
id_031949,train,5,f
id_031950,train,19,t
id_031951,valid,16,q
id_031952,test,NA,NA
id_031953,train,19,t
id_031954,train,3,d
id_031955,valid,11,l
id_031956,test,NA,NA
id_031957,train,5,f
id_031958,train,20,u
id_031959,valid,1,b
id_031960,test,NA,NA
id_031961,train,16,q
id_031962,train,7,h
id_031963,valid,21,v
id_031964,test,NA,NA
id_031965,train,23,x
id_031966,train,14,o
id_031967,valid,3,d
id_031968,test,NA,NA
id_031969,train,4,e
id_031970,train,24,y
id_031971,valid,11,l
id_031972,test,NA,NA
id_031973,train,9,j
id_031974,train,7,h
id_031975,valid,7,h
id_031976,test,NA,NA
id_031977,train,9,j
id_031978,train,25,z
id_031979,valid,14,o
id_031980,test,NA,NA
id_031981,train,24,y
id_031982,train,18,s
id_031983,valid,20,u
id_031984,test,NA,NA
id_031985,train,6,g
id_031986,train,8,i
id_031987,valid,21,v
id_031988,test,NA,NA
